Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharges,MonthlyChargesToTotalChargesRatio
Male,No,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.44999694824219,70.44999694824219,No,70.44999694824219,1.0
Male,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6500015258789,659.4500122070312,No,82.4312515258789,0.12988096131688218
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.1500015258789,77.1500015258789,Yes,77.1500015258789,1.0
Male,No,No,No,1,No,,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,Yes,35.25,1.0
Male,No,Yes,Yes,60,Yes,No,No,,,,,,,Two year,No,Mailed check,20.549999237060547,1205.050048828125,No,20.08416748046875,0.017053232981522056
Male,No,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.94999694824219,4917.89990234375,No,100.36530412946429,0.019917037534977405
Male,No,Yes,No,4,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.54999923706055,201.0,Yes,50.25,0.24154228476149525
Female,No,No,No,29,Yes,No,No,,,,,,,One year,No,Mailed check,20.0,599.2999877929688,No,20.6655168204472,0.0333722683253401
Female,No,Yes,No,67,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.25,1733.1500244140625,No,25.867910812150186,0.01456884842299583
Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4000015258789,5149.5,Yes,97.16037735849056,0.01910865162168733
Male,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),70.9000015258789,4677.10009765625,No,69.80746414412313,0.015158966035686885
Female,No,Yes,Yes,6,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.850000381469727,119.30000305175781,No,19.883333841959637,0.1663872579521887
Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3499984741211,4849.10009765625,No,103.17234250332447,0.0219319041332069
Female,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,99.5,5424.25,No,102.34433962264151,0.018343549799511454
Male,No,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.69999694824219,5878.89990234375,No,85.20144786005434,0.014407456897586352
Male,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.05000305175781,244.85000610351562,No,81.61666870117188,0.35143966063606435
Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.54999923706055,220.75,No,55.1875,0.20181200107388697
Male,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),75.8499984741211,4261.2001953125,No,76.09286063058036,0.017800149018475896
Male,Yes,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.8499984741211,5574.75,Yes,94.48728813559322,0.016834835369141415
Male,Yes,Yes,No,61,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.0,1501.75,No,24.618852459016395,0.0166472448809722
Female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.0,89.75,No,44.875,0.5013927576601671
Male,Yes,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.69999694824219,4541.2001953125,Yes,98.7217433763587,0.022174753945484797
Male,No,Yes,Yes,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.5,255.5,No,21.291666666666668,0.08023483365949119
Female,No,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.44999694824219,1072.0,Yes,76.57142857142857,0.07504663894425577
Female,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.44999694824219,2509.25,No,89.61607142857143,0.036046626262127006
Male,No,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.45000076293945,1440.75,No,60.03125,0.041957314428554195
Male,No,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.25,1715.6500244140625,Yes,55.34354917464718,0.03220353755939779
Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.44999694824219,5333.35009765625,No,78.43161908318015,0.014709328191808967
Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Mailed check,100.55000305175781,3895.35009765625,No,99.88077173477564,0.02581282825188335
Female,No,Yes,No,42,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.350000381469727,869.9000244140625,No,20.711905343191965,0.023393493286974962
Male,No,Yes,No,13,No,,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.45000076293945,706.8499755859375,Yes,54.37307504507211,0.0770319058408449
Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,No,85.375,0.17715959004392387
Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.3499984741211,2636.050048828125,Yes,75.31571568080358,0.028584433936532608
Female,No,Yes,No,38,Yes,No,No,,,,,,,One year,Yes,Credit card (automatic),20.25,814.75,No,21.44078947368421,0.024854249769868057
Male,No,No,No,18,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.049999237060547,388.6000061035156,No,21.58888922797309,0.05159546814757283
Female,No,Yes,No,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.600000381469727,93.44999694824219,No,23.362499237060547,0.20973783864675027
Male,No,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.79999923706055,1389.8499755859375,No,51.475925021701386,0.038709213355476994
Male,No,No,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,70.19999694824219,2894.550048828125,No,70.59878167873475,0.02425247301447182
Male,No,Yes,Yes,50,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,75.5,4025.60009765625,No,80.512001953125,0.01875496774852449
Male,No,Yes,Yes,72,Yes,No,No,,,,,,,Two year,No,Electronic check,20.350000381469727,1354.4000244140625,No,18.811111450195312,0.01502510337761807
Female,No,No,No,70,Yes,Yes,No,,,,,,,One year,No,Credit card (automatic),26.049999237060547,1856.4000244140625,No,26.52000034877232,0.014032535495835675
Male,No,Yes,Yes,44,Yes,No,No,,,,,,,One year,No,Bank transfer (automatic),20.600000381469727,926.0,No,21.045454545454547,0.022246220714330158
Male,No,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.69999694824219,189.1999969482422,Yes,94.5999984741211,0.40010569856906913
Female,No,Yes,Yes,34,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.100000381469727,682.0999755859375,No,20.061763987821692,0.029467821581731366
Female,Yes,Yes,No,72,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),24.299999237060547,1778.699951171875,No,24.704165988498264,0.013661662958415659
Male,No,Yes,No,71,Yes,Yes,No,,,,,,,Two year,Yes,Electronic check,24.5,1816.199951171875,No,25.580281002420776,0.013489704139784692
Female,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No,110.45703125,0.015631078261484598
Female,No,Yes,No,72,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),25.25,1841.199951171875,No,25.572221544053818,0.013713882614394511
Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,Yes,74.25,1.0
Male,Yes,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.0999984741211,2656.699951171875,No,91.61034314385776,0.03391425457525899
Female,No,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.449951171875,No,73.454345703125,0.04069371806623336
Male,No,Yes,Yes,52,Yes,No,No,,,,,,,Two year,No,Mailed check,19.200000762939453,1054.75,No,20.283653846153847,0.018203366449812235
Female,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.69999694824219,2187.550048828125,Yes,87.502001953125,0.041004774723346175
Female,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.0999984741211,7334.0498046875,No,114.59452819824219,0.01569392103126377
Female,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4000015258789,1581.199951171875,Yes,98.82499694824219,0.0609663575150214
Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes,69.5,1.0
Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.6500015258789,2404.85009765625,No,100.20208740234375,0.04143709482058657
Male,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.44999694824219,171.4499969482422,No,85.7249984741211,0.5333916510704247
Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.449951171875,No,83.51323385799633,0.02984733010174124
Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,Yes,87.02083333333333,0.027212512967839757
Male,No,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.449951171875,No,74.3858481353184,0.01997488895872779
Female,No,Yes,Yes,47,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.25,873.4000244140625,No,18.582979242852392,0.0231852523860245
Male,No,No,Yes,72,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),19.899999618530273,1529.6500244140625,No,21.24513922797309,0.013009511522841988
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.60009765625,No,97.10555691189236,0.013981062794590915
Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.399999618530273,19.399999618530273,Yes,19.399999618530273,1.0
Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.30000305175781,803.2999877929688,Yes,89.25555419921875,0.1036972542233206
Female,No,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0999984741211,679.2999877929688,Yes,84.9124984741211,0.11791550112397954
Male,Yes,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.70000076293945,2791.5,Yes,62.03333333333333,0.0224610427236036
Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4000015258789,715.0,No,102.14285714285714,0.14041958255367679
Female,No,Yes,No,71,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),24.450000762939453,1681.5999755859375,No,23.684506698393484,0.014539724737103474
Female,Yes,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.0999984741211,4016.199951171875,No,97.95609637004573,0.025173049077056392
Male,No,Yes,Yes,67,No,,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.900001525878906,3281.64990234375,No,48.979849288712686,0.015510491076310789
Male,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.19999694824219,7317.10009765625,No,106.04492895153986,0.014650612335148942
Female,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.19999694824219,6474.4501953125,No,92.49214564732142,0.014240590964001076
Male,No,No,No,25,Yes,Yes,No,,,,,,,One year,No,Bank transfer (automatic),25.299999237060547,676.3499755859375,Yes,27.0539990234375,0.03740666836742705
Male,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4000015258789,8164.10009765625,No,113.39027913411458,0.013890079760099192
Male,No,Yes,Yes,34,No,,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.54999923706055,1325.8499755859375,No,38.99558751723345,0.030584153549605145
Female,No,Yes,Yes,65,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),26.0,1654.8499755859375,No,25.45923039362981,0.015711394013704538
Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.94999694824219,7795.9501953125,No,111.37071707589286,0.014360019515716606
Female,No,Yes,Yes,72,No,,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.79999923706055,3952.449951171875,No,54.89513821072049,0.013611810371212722
Male,No,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.0999984741211,2495.14990234375,No,71.28999720982142,0.02889605887261361
Male,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.1500015258789,1230.25,Yes,94.63461538461539,0.07978053365241122
Female,No,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.8499984741211,876.75,No,73.0625,0.08993441514014382
Female,No,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.4501953125,No,68.76532573084677,0.016594541218702852
Female,No,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.1500015258789,1992.949951171875,No,79.717998046875,0.03820969085606085
Female,No,No,No,52,No,,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.099998474121094,1982.0999755859375,No,38.11730722280649,0.0197265521193312
Male,Yes,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.94999694824219,562.7000122070312,No,70.3375015258789,0.12431134784213556
Male,No,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.049999237060547,33.70000076293945,No,16.850000381469727,0.5949554535058029
Female,No,Yes,Yes,56,Yes,No,No,,,,,,,Two year,No,Mailed check,20.049999237060547,1090.0999755859375,No,19.466070992606028,0.018392807711314286
Female,No,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.450000762939453,227.4499969482422,No,18.954166412353516,0.08551330412796372
Female,No,Yes,No,47,Yes,Yes,No,,,,,,,One year,No,Electronic check,26.899999618530273,1250.8499755859375,No,26.613829267785903,0.02150537645885908
Male,Yes,No,No,2,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.200000762939453,37.20000076293945,No,18.600000381469727,0.5161290421818345
Female,No,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7000122070312,No,49.594445122612846,0.056009856969066796
Female,No,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,No,60.96875,0.1230138390568939
Male,No,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55000305175781,3713.949951171875,No,82.53222113715277,0.022765520312162384
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45000076293945,141.6999969482422,No,47.23333231608073,0.3207480715722293
Female,No,No,No,38,Yes,No,No,,,,,,,One year,No,Mailed check,20.049999237060547,678.2000122070312,No,17.847368742290296,0.029563548917984933
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55000305175781,8425.2998046875,No,117.01805284288194,0.013714645855981339
Male,No,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.69999694824219,4154.7998046875,Yes,90.32173488451087,0.02255222907311409
Female,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.64990234375,No,99.45985777948944,0.01401938659790286
Male,No,Yes,Yes,66,No,,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.54999923706055,3364.550048828125,No,50.978031042850375,0.015024297009541334
Male,Yes,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.94999694824219,2655.25,Yes,106.21,0.039902079634023986
Male,No,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.449951171875,Yes,79.19166395399306,0.0575256956111206
Female,No,Yes,Yes,13,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),25.0,332.5,No,25.576923076923077,0.07518796992481203
Female,No,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55000305175781,5963.9501953125,No,91.75307992788461,0.015350564651548161
Male,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.89990234375,Yes,95.71499837239584,0.016672761432063827
Male,No,Yes,Yes,15,Yes,No,No,,,,,,,Two year,No,Mailed check,19.350000381469727,278.8500061035156,No,18.59000040690104,0.06939214616436679
Female,No,Yes,No,72,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),24.850000381469727,1871.8499755859375,No,25.997916327582466,0.013275636779433156
Male,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05000305175781,2866.449951171875,Yes,95.54833170572917,0.03281062103083567
Female,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4000015258789,4303.64990234375,No,102.46785481770833,0.023329035540553957
Female,No,Yes,No,71,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),25.0,1753.0,No,24.690140845070424,0.01426126640045636
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,54.75,1.0
Male,Yes,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6500015258789,3759.050048828125,Yes,96.38589868790064,0.025445258850889087
Female,No,No,No,35,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.25,617.6500244140625,No,17.6471435546875,0.031166517022745414
Female,No,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.10009765625,No,111.98302071049528,0.01823895102337828
Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5999984741211,94.5999984741211,Yes,94.5999984741211,1.0
Female,Yes,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9000015258789,2911.300048828125,Yes,93.91290480090726,0.03397107816684466
Male,No,No,No,48,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.149999618530273,982.9500122070312,No,20.478125254313152,0.020499516118105743
Female,Yes,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.30000305175781,2974.5,No,99.15,0.034056144915702746
Male,No,No,No,10,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.0,198.6999969482422,No,19.86999969482422,0.10065425418808459
Female,No,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.30000305175781,1275.6500244140625,No,106.30416870117188,0.08254615375414169
Female,Yes,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.8499984741211,4003.0,No,70.2280701754386,0.01744941255911094
Female,No,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.60009765625,No,65.37241547683189,0.01720909334302787
Female,No,No,No,37,Yes,No,No,,,,,,,Two year,No,Mailed check,19.799999237060547,813.2999877929688,No,21.98108075116132,0.024345259478967037
Female,No,Yes,Yes,44,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.600000381469727,780.25,No,17.732954545454547,0.02512015428576703
Male,No,No,Yes,27,Yes,No,No,,,,,,,One year,No,Credit card (automatic),20.049999237060547,552.9000244140625,No,20.477778682002313,0.036263335778124794
Female,No,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.400001525878906,408.25,No,51.03125,0.1210042903267089
Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05000305175781,231.8000030517578,Yes,77.26666768391927,0.32808456449751155
Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4000015258789,2191.14990234375,No,87.64599609375,0.04034411403406147
Female,No,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5999984741211,5611.7001953125,No,98.45088061951755,0.017926830545607748
Female,No,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.450000762939453,246.25,No,20.520833333333332,0.07898477467183534
Female,No,Yes,Yes,62,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.299999237060547,1296.1500244140625,No,20.905645555065526,0.015661766658714806
Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6500015258789,7082.85009765625,No,108.96692457932693,0.015198684151384317
Female,No,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.44999694824219,5662.25,No,79.75,0.014208132270429986
